dbn,locationname,N/A,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q2e,p_q2f,p_q2g,p_q2h,p_q2i,p_q2j,p_q3a,p_q3b,p_q4a,p_q4b,p_q4c,p_q4d,p_q5a,p_q5b,p_q5c,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,p_q9,p_q10a,p_q10b,,,
21K239,Mark Twain I.S. 239 for the Gifted & Talented,MS,8.5,8.3,7.8,8.4,8.6,7.8,8.3,8.6,8.8,8.3,8.1,8.5,8.2,8.8,8.5,8.4,8.5,8.2,8.6,8.2,7.5,8.4,8.8,8.4,8.4,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.1,Not Scored,8.4,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.6,8.3,,,
21K253,P.S. 253,ES,8.9,9.0,8.7,9.0,9.2,9.1,8.8,9.1,9.0,9.0,8.8,9.0,8.8,9.0,9.0,9.0,8.8,8.9,9.0,8.8,8.8,9.0,9.2,8.9,8.8,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,9.1,9.0,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,8.9,8.9,,,
21K281,I.S. 281 Joseph B Cavallaro,MS,8.2,8.2,7.7,8.3,8.7,8.0,8.1,8.4,8.3,8.0,8.0,8.2,8.1,8.2,8.3,8.2,8.1,8.1,8.3,7.9,7.6,8.3,8.5,8.3,8.3,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.5,Not Scored,8.0,8.1,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,8.2,,,
21K288,P.S. 288 The Shirley Tanyhill,ES/MS,8.2,8.2,7.7,8.3,8.5,8.2,8.1,8.3,8.4,8.0,8.1,8.2,7.9,8.2,8.3,8.3,8.1,8.3,8.2,7.5,7.5,8.5,8.6,8.3,8.1,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.2,Not Scored,8.0,8.1,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.2,8.3,,,
21K303,I.S. 303 Herbert S. Eisenberg,MS,8.3,8.3,7.7,8.0,8.5,7.9,8.5,8.4,8.5,8.2,7.9,8.3,8.0,8.3,8.3,8.3,8.2,8.2,8.5,8.0,7.7,7.6,8.4,8.3,8.4,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.3,Not Scored,8.1,8.3,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.3,8.1,,,
21K329,P.S. 329 Surfside,ES,8.5,8.4,8.1,8.5,8.5,8.5,8.3,8.6,8.6,8.3,8.3,8.6,8.2,8.6,8.5,8.6,8.4,8.4,8.3,8.0,7.9,8.7,8.7,8.5,8.6,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,8.2,8.3,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.9,8.3,,,
21K337,International High School at Lafayette,HS,8.4,8.3,7.8,8.5,8.6,8.0,8.3,8.7,8.4,8.6,8.4,8.3,8.1,8.3,8.4,8.4,8.5,8.4,8.5,8.6,8.4,8.5,8.6,8.5,8.1,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.0,Not Scored,8.3,8.1,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,N/A,N/A,,,
21K344,Rachel Carson High School for Coastal Studies,HS,7.9,7.9,7.6,7.8,8.0,7.6,7.8,8.3,8.1,7.8,7.8,7.9,7.4,7.8,7.8,8.0,8.1,7.9,7.9,7.8,7.6,6.9,8.2,8.2,8.2,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,7.9,7.7,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.4,7.7,,,
21K348,High School of Sports Management,HS,7.9,8.1,8.2,8.2,8.4,7.3,8.0,8.6,8.4,8.4,8.4,8.4,8.2,8.5,8.4,8.4,8.6,8.5,8.4,8.6,8.5,8.2,8.3,8.1,8.7,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.0,Not Scored,8.0,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,6.3,6.1,,,
21K410,Abraham Lincoln High School,HS,7.6,7.6,7.3,7.6,7.9,6.9,7.4,7.9,8.3,7.8,7.6,7.8,7.7,7.8,7.8,7.7,7.7,7.7,8.0,7.7,7.4,7.4,8.0,7.9,7.9,7.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.4,Not Scored,7.7,7.6,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.2,6.7,,,
21K411,Abraham Lincoln Yabc,YABC,9.9,9.8,9.2,10.0,9.9,9.9,9.9,9.9,10.0,10.0,10.0,9.9,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.0,Not Scored,9.4,9.7,9.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,N/A,N/A,,,
21K468,Kingsborough Early College School,MS/HS,8.4,8.3,7.8,8.0,8.7,7.8,7.8,8.4,8.6,8.2,8.0,8.4,7.8,8.4,8.4,8.4,8.3,8.3,8.4,8.5,8.0,7.5,8.3,8.6,8.4,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.1,Not Scored,8.3,8.3,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.4,8.0,,,
21K525,Edward R. Murrow High School,HS,8.1,8.0,7.8,7.9,8.3,7.2,8.0,8.3,8.6,8.0,7.9,8.1,8.2,8.1,8.1,8.0,7.9,7.9,8.2,8.0,7.7,7.9,8.1,8.0,8.5,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,8.0,8.0,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.3,8.2,,,
21K540,John Dewey High School,HS,7.8,7.8,7.4,7.8,8.0,7.5,7.7,8.0,8.1,7.9,7.7,7.8,7.6,7.9,8.0,8.0,8.0,7.9,8.0,7.8,7.6,7.5,8.0,8.0,8.0,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.2,Not Scored,7.4,7.4,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.8,7.5,,,
21K559,Life Academy High School for Film and Music,HS,9.7,9.8,9.6,9.8,9.7,9.7,9.8,9.8,9.8,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.8,9.8,9.7,9.6,9.8,9.8,9.9,9.8,9.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,Not Scored,9.8,9.8,9.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.7,9.7,9.7,,,
21K572,Expeditionary Learning School for Community Leaders,HS,8.2,8.1,7.6,8.2,8.8,7.5,7.2,8.4,8.3,8.3,7.9,8.5,7.7,8.4,8.2,8.5,8.3,8.5,8.5,8.4,7.6,7.8,8.4,8.2,8.4,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.0,Not Scored,8.3,7.9,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,8.0,7.5,,,
21K620,William E. Grady Career and Technical Education High School,HS,8.4,8.3,8.0,8.1,8.2,8.0,8.4,8.5,8.5,8.4,8.4,8.4,8.5,8.5,8.5,8.5,8.6,8.6,8.5,8.6,8.3,8.4,8.0,8.2,8.0,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.1,Not Scored,7.9,8.0,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.4,8.3,,,
21K690,Brooklyn Studio Secondary School,MS/HS,7.5,7.8,7.3,7.8,8.0,7.2,7.6,8.1,8.1,7.9,7.5,8.1,6.9,7.8,7.6,7.6,7.9,7.7,7.7,7.5,7.4,7.7,8.1,8.0,8.1,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.2,Not Scored,7.9,7.7,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,6.8,6.8,,,
21K728,Liberation Diploma Plus,HST,8.6,8.8,8.7,9.2,8.7,8.6,9.2,9.5,9.0,8.5,8.5,8.6,8.6,8.7,8.7,8.7,8.7,8.7,8.7,8.6,8.6,8.5,9.5,9.5,9.4,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,Not Scored,8.7,8.7,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,9.6,7.9,,,
22K014,J.H.S. 014 Shell Bank,MS,7.8,8.0,7.4,7.8,8.3,7.6,7.5,8.3,8.6,8.1,7.8,7.9,7.4,8.2,8.2,8.2,7.9,7.6,7.8,7.3,7.4,7.8,8.0,7.7,8.3,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.0,Not Scored,8.0,7.5,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.6,7.6,,,
22K052,P.S. 052 Sheepshead Bay,ES,8.0,8.4,8.1,8.5,8.6,8.2,8.4,8.6,8.8,8.6,8.2,8.5,7.8,8.3,8.2,8.3,8.2,8.2,8.2,7.6,7.5,8.4,8.8,8.4,8.4,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,8.4,8.2,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,8.1,7.2,,,
22K078,J.H.S. 078 Roy H. Mann,MS,7.8,7.9,7.5,7.8,8.1,7.3,7.9,8.3,8.5,8.0,7.9,8.0,7.8,8.1,7.9,7.9,7.8,7.8,7.8,7.5,7.3,7.9,7.9,8.0,8.1,7.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.7,Not Scored,7.9,7.6,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.9,7.8,,,
22K109,P.S. 109,ES/MS,8.2,8.4,7.9,8.0,8.7,8.2,8.4,8.5,8.5,8.2,8.0,8.4,8.1,8.4,8.6,8.2,8.4,8.2,8.5,8.1,7.9,8.1,8.3,8.1,8.1,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.3,8.0,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,7.9,7.8,,,
22K119,P.S. 119 Amersfort,ES,8.7,9.0,8.5,8.9,9.3,9.1,8.6,9.2,9.0,8.8,8.6,9.0,8.7,8.9,9.1,8.8,8.8,8.9,9.0,8.4,8.4,9.1,9.2,8.7,8.8,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,9.0,9.0,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.5,8.2,,,
22K134,P.S. K134,ES,8.4,8.5,8.1,8.6,8.8,8.6,8.1,8.6,8.8,8.5,8.2,8.5,8.0,8.3,8.5,8.4,8.3,8.4,8.3,8.0,8.1,8.6,8.9,8.4,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.5,8.4,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.5,8.1,,,
22K139,P.S. 139 Alexine A. Fenty,ES,8.2,8.3,8.0,8.2,8.6,8.1,8.4,8.5,8.5,8.2,8.0,8.3,8.1,8.1,8.3,8.2,8.2,8.1,8.2,7.6,7.3,8.4,8.5,8.0,8.1,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,8.2,8.1,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.7,8.0,,,
22K152,School of Science & Technology,ES,8.7,8.8,8.4,8.6,9.0,8.7,8.6,8.9,8.9,8.7,8.6,8.7,8.4,8.8,8.9,8.7,8.7,8.7,8.8,8.3,8.3,8.8,8.9,8.4,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,8.8,8.6,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,8.8,8.5,,,
22K193,P.S. 193 Gil Hodges,ES,7.8,8.2,7.9,8.3,8.4,8.1,7.7,8.3,8.9,8.3,8.1,8.3,7.0,8.2,7.9,8.0,7.7,7.7,7.8,7.3,6.9,8.6,8.6,8.1,8.7,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.2,7.5,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.1,7.4,,,
22K194,P.S. 194 Raoul Wallenberg,ES,8.4,8.6,8.3,8.4,8.9,8.7,8.5,8.6,8.6,8.4,8.5,8.7,8.3,8.5,8.6,8.6,8.5,8.5,8.5,7.9,7.9,8.5,8.7,8.3,8.4,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.6,8.7,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.2,7.6,,,
22K195,P.S. 195 Manhattan Beach,ES,8.2,8.5,8.1,8.5,8.6,8.3,8.2,8.7,9.1,8.7,8.3,8.6,7.1,8.2,8.1,8.2,8.2,8.1,8.3,7.9,7.6,8.6,8.7,8.5,8.9,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.5,8.1,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.3,7.5,,,
22K197,P.S. 197 - The Kings Highway Academy,ES,8.7,8.6,8.3,8.5,8.7,8.6,8.4,8.9,9.0,8.6,8.4,8.5,8.0,8.7,8.7,8.4,8.4,8.5,8.6,8.1,8.0,8.5,8.8,8.5,8.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,Not Scored,8.6,8.6,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,9.0,9.0,,,
22K198,P.S. 198 Brooklyn,ES,8.0,8.4,8.0,8.5,8.6,8.3,8.0,8.6,8.8,8.0,8.1,8.6,7.3,8.5,8.5,8.7,8.0,8.3,8.5,7.7,7.5,8.6,8.7,8.6,8.3,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.4,8.4,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,6.8,6.3,,,
22K203,P.S. 203 The School for Future Leaders,ES,8.5,8.6,8.3,8.5,8.8,8.7,8.2,8.7,8.9,8.7,8.5,8.7,8.1,8.7,8.7,8.5,8.2,8.4,8.5,8.0,7.9,8.6,8.8,8.5,8.6,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.5,8.5,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.7,8.2,,,
22K206,P.S. 206 Joseph F Lamb,ES/MS,8.0,8.1,7.7,8.0,8.3,8.0,7.8,8.2,8.6,8.3,7.9,8.4,7.3,8.1,8.0,8.2,7.8,7.9,8.2,7.6,7.5,7.7,8.4,8.1,8.2,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.2,Not Scored,7.9,7.9,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.0,7.8,,,
22K207,P.S. 207 Elizabeth G. Leary,ES/MS,8.2,8.5,8.1,8.5,8.7,8.4,7.8,8.5,9.1,8.6,8.3,8.7,7.9,8.6,8.4,8.5,8.0,8.2,8.4,7.8,7.7,8.7,8.9,8.5,8.3,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.6,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.1,7.2,,,
22K217,P.S. 217 Colonel David Marcus School,ES,8.5,8.6,8.2,8.6,8.9,8.6,8.6,8.7,8.7,8.5,8.4,8.6,8.4,8.6,8.6,8.6,8.6,8.5,8.6,8.2,8.2,8.7,8.9,8.4,8.5,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.0,Not Scored,8.5,8.5,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.6,8.2,,,
22K222,P.S. 222 Katherine R. Snyder,ES,8.8,8.8,8.5,8.8,9.0,8.8,8.5,9.0,9.1,8.9,8.8,9.0,8.4,8.9,8.8,8.9,8.6,8.8,8.8,8.4,8.2,8.9,9.0,8.9,9.0,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.9,8.9,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,9.1,9.0,,,
22K234,J.H.S. 234 Arthur W. Cunningham,MS,8.3,8.4,8.0,8.1,8.6,8.0,8.5,8.5,8.7,8.3,8.2,8.5,8.4,8.5,8.4,8.4,8.3,8.3,8.5,8.0,7.7,7.8,8.4,8.3,8.5,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.2,Not Scored,8.4,8.4,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.1,8.0,,,
22K236,P.S. 236 Mill Basin,ES,8.5,8.4,7.8,8.5,8.7,8.5,8.0,8.6,8.9,8.5,8.2,8.6,7.2,8.5,8.4,8.4,8.1,8.3,8.4,8.0,7.8,8.7,8.6,8.5,8.4,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.2,8.3,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,9.0,8.8,,,
22K240,Andries Hudde,MS,7.8,8.0,7.7,7.9,8.3,7.6,7.7,8.2,8.4,8.0,7.8,8.0,7.3,8.1,8.0,7.9,7.5,7.7,7.9,7.5,7.3,7.7,8.0,7.9,8.0,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,7.9,7.6,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.3,7.5,,,
22K245,P.S. 245,ES,8.9,8.9,8.4,8.7,9.2,9.0,8.7,8.9,9.1,8.6,8.6,8.9,8.6,9.0,9.1,9.1,8.7,8.8,9.0,8.2,8.1,8.6,9.1,8.8,8.3,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.6,9.0,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,9.0,,,
22K251,P.S. 251 Paerdegat,ES,8.2,8.4,7.9,8.3,8.8,8.5,8.0,8.7,8.8,8.1,8.2,8.6,7.6,8.5,8.5,8.3,7.8,8.2,8.2,7.3,7.2,8.5,8.6,8.2,8.3,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,8.2,8.0,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.5,7.8,,,
22K254,P.S. 254 Dag Hammarskjold,ES,8.2,8.5,8.1,8.6,8.6,8.4,8.5,8.5,8.9,8.7,8.3,8.5,7.7,8.3,8.4,8.3,8.2,8.2,8.4,7.9,7.8,8.7,8.9,8.5,8.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.5,8.5,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,8.0,7.9,,,
22K255,P.S. 255 Barbara Reing School,ES,8.2,8.4,8.2,8.5,8.6,8.3,8.5,8.5,8.7,8.5,8.2,8.6,7.9,8.2,8.3,8.3,8.0,8.2,8.3,7.9,7.8,8.5,8.8,8.4,8.7,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,Not Scored,8.4,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.5,8.0,,,
22K269,P.S. 269 Nostrand,ES,7.8,8.1,7.6,7.9,8.3,8.0,7.8,8.4,8.5,8.0,7.9,8.1,7.6,8.2,8.1,8.1,7.9,8.0,8.0,7.6,7.6,8.1,8.0,7.8,8.1,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.1,7.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,7.4,7.4,,,
22K277,P.S. 277 Gerritsen Beach,ES,8.3,8.7,8.4,8.9,8.7,8.5,8.4,8.7,9.3,8.7,8.6,9.0,8.0,8.7,8.7,8.7,8.4,8.6,8.6,8.1,7.9,9.1,9.2,8.9,8.9,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,8.9,8.9,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,7.8,7.2,,,
22K278,J.H.S. 278 Marine Park,MS,8.8,8.9,8.7,9.0,9.0,8.6,8.6,9.1,9.3,8.9,8.9,9.0,8.7,9.0,8.9,8.9,8.8,8.8,8.9,8.7,8.6,9.1,9.0,9.1,9.3,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,8.9,8.9,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,8.8,8.4,,,
